comment_id,video_id,video_title,source_url,author,comment,like_count,published_at,updated_at,total_reply_count,clean_comment,jumlah_kata,jumlah_karakter,label,label_confidence,label_reason,score_kritik,score_pro_peserta,score_netral,hits_kritik,hits_pro_peserta,hits_netral,manual_review_required,label_source
UgzCx7NJKU2Ctw2tobp4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@kenken_zoo,"Juri budeg, penonton nyimak tapi masuk kanan keluar kanan, MC kurang profesional",0,2026-05-12T17:02:58Z,2026-05-12T17:02:58Z,0,juri budeg tonton nyimak masuk kanan keluar kanan profesional,12,80,kritik_juri_panitia,0.59,"skor tertinggi: kritik_juri_panitia=4, kedua=netral=4",4,0,4,juri,,nonton,True,weighted_rule_based_3class
UgwcOqmPMmfF2z-zCfd4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@VianCargoexpres,Sya aja mendengar nya..artikulasi nya,0,2026-05-12T17:01:08Z,2026-05-12T17:01:08Z,1,sya aja dengar artikulasi,5,37,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
UgxZjGLW0YyJztE3zGl4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@bisantonugroho3,Udah tua goblok tuh juri. Torek apa ya kupingnya,0,2026-05-12T16:59:21Z,2026-05-12T16:59:21Z,0,udah tua goblok tuh juri torek apa kuping,9,48,kritik_juri_panitia,0.65,"skor tertinggi: kritik_juri_panitia=4, kedua=netral=2",4,0,2,juri,,apa,True,weighted_rule_based_3class
UgxEh4dNbilIubq92rZ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@sujatmikoyudholelono7627,"Sebaiknya MPR RI itu ngurusin kesejahteraan rakyat, urusan LOMBA CERDAS CERMAT serahkan aja pada Menteri PENDIDIKAN, he he he",0,2026-05-12T16:57:40Z,2026-05-12T16:57:40Z,0,baik mpr ngurusin sejahtera rakyat urus lomba cerdas cermat serah aja menteri didik,19,125,kritik_juri_panitia,0.67,"skor tertinggi: kritik_juri_panitia=3, kedua=pro_peserta=0",3,0,0,mpr,,,True,weighted_rule_based_3class
UgzmvIWmLep0CTpej054AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@fronzx21_Gaming,"prriiiiiit, VAR!!!",0,2026-05-12T16:55:39Z,2026-05-12T16:55:39Z,0,prriiiiiit var,2,18,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
Ugwz7RxC-Bmmr_RfJi54AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@ief4r,"Total point SMA Sambas 90, SMA Pontianak 70....

SMA Sambas harusnya 90-10 = 80 (jika point soal kontroversi di dapat grup C)

SMA Pontianak 70+5 : 75 (krna sempat diminus 5 di soal kontroversi), 75+10 = 85 (jika poin soal kontroversi di dapet tim c)

Jadi total point jika juri ga budeg itu SMA Sambas 80 n SMA Pontianak 85...harusnya yg mewakili SMAN 1 Pontianak...(Kalau juri fokus, ga budeg n ga arogan)...😁😁😁",1,2026-05-12T16:54:31Z,2026-05-12T16:54:31Z,0,total point sama sambas sama pontianak sama sambas harus point soal kontroversi grup sama pontianak krna sempat minus soal kontroversi poin soal kontroversi dapet tim jadi total point juri tidak budeg sama sambas sama pontianak harus wakil sman pontianak kalau juri fokus tidak budeg tidak arogan,72,413,kritik_juri_panitia,0.98,"kritik kuat terhadap juri/panitia/sistem; kritik=17, pro=5",17,5,2,"juri, kontroversi, harusnya, authority+negative_context",anak,apa,False,weighted_rule_based_3class
Ugw00bAl1RxlknjypYh4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@SangFajarku,JURI DAN MC GOBLOK DAN TULIIIIIIIII (BUDEG)👿👿👿👿👿,0,2026-05-12T16:53:35Z,2026-05-12T16:53:35Z,0,juri goblok tuliiiiiiiii budeg,7,48,kritik_juri_panitia,0.71,"skor tertinggi: kritik_juri_panitia=4, kedua=pro_peserta=0",4,0,0,juri,,,False,weighted_rule_based_3class
Ugwp71ue4bFc5-fLD6p4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@bisantonugroho3,"Yah kocak, juri nya baca jawaban bukan hafal karna lingkup pekerjaannya 😅",0,2026-05-12T16:53:15Z,2026-05-12T16:53:15Z,0,yah kocak juri baca jawab bukan hafal lingkup kerja,12,73,kritik_juri_panitia,0.71,"skor tertinggi: kritik_juri_panitia=4, kedua=pro_peserta=0",4,0,0,juri,,,False,weighted_rule_based_3class
UgwTyFp5NeeqosROIY94AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@AnjayKontol-o8p7t,Gblok nya ngegblok udh budeg sok pinter lgi,0,2026-05-12T16:53:09Z,2026-05-12T16:53:09Z,0,gblok ngegblok udh budeg sok pinter lgi,8,43,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
UgyJHPMdhVYLPPXqgkV4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@jefriimaifriadi2699,JURI GOBLOK!!,1,2026-05-12T16:51:59Z,2026-05-12T16:51:59Z,0,juri goblok,2,13,kritik_juri_panitia,0.71,"skor tertinggi: kritik_juri_panitia=4, kedua=pro_peserta=0",4,0,0,juri,,,False,weighted_rule_based_3class
Ugw_RGaCbDgIaHYccIN4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@dearbono6943,"1:10:20 Harap bersabar, ini ujian... dan yg terparah...ya adek² Regu C",0,2026-05-12T16:50:28Z,2026-05-12T16:50:28Z,0,harap sabar uji parah adek regu,11,70,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
UgxfHqKl8pT6-kz8Ix94AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@obduracyme8180,"Juri budeg
Penonton ngang ngong 
MC kurang peka

Pesertanya juga janggal.
Malah terkesan kayak nyontek. Pdahal jawabannya sama.",0,2026-05-12T16:49:51Z,2026-05-12T16:54:53Z,0,juri budeg tonton ngang ngong peka serta janggal malah kes kayak nyontek pdahal jawab sama,18,127,kritik_juri_panitia,0.8,"kritik kuat terhadap juri/panitia/sistem; kritik=10, pro=5",10,5,4,"juri, authority+negative_context",peserta,nonton,False,weighted_rule_based_3class
Ugxc6H1fsu2w_dieev94AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@nurhadi1487,Juri itu sperti hakim dan ini bisa jadi contoh nyata hakim di negri konoha,0,2026-05-12T16:49:11Z,2026-05-12T16:49:11Z,0,juri sperti hakim jadi contoh nyata hakim negri konoha,14,74,kritik_juri_panitia,0.71,"skor tertinggi: kritik_juri_panitia=4, kedua=pro_peserta=0",4,0,0,juri,,,False,weighted_rule_based_3class
UgzSvrlUY99B4a8uOdx4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@SangFajarku,"JURI TITIPAN DAN JURI MENGGAMBARKAN INSTITUSINYA.. 
WAJAR JIKA SUARA RAKYAT TIDAK DIDENGAR KARNA MEREKA OTORITER👿👿👿

PECAT DAN BLACKLIST JURINYA JIKA MPR TDK OTORITER.. 
Atau bubarkan MPR.",1,2026-05-12T16:48:08Z,2026-05-12T16:48:08Z,0,juri titip juri gambar institusi wajar suara rakyat tidak dengar otoriter pecat blacklist juri mpr tidak otoriter bubar mpr,26,188,kritik_juri_panitia,0.98,"kritik kuat terhadap juri/panitia/sistem; kritik=17, pro=0",17,0,0,"juri, mpr, jurinya, authority+negative_context",,,False,weighted_rule_based_3class
Ugwlj-WiLv63HPa-JH94AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@simonperez1253,"Kedua juri dan juga host wanita, kalau bisa kedepannya ngak dipake lagi,karna sudah saling membantu dan menutupi kesalahan juri yg memberi nilai mines🤦.  Saya yakin jurinya ngak bisa jawab, sedangkan tinggal mencocokkan jawaban peserta aja, masih bilang mines 5. Juri beleng,",1,2026-05-12T16:47:27Z,2026-05-12T16:47:27Z,0,dua juri host wanita kalau depan ngak dipake saling bantu tutup salah juri beri nilai mes yakin juri ngak jawab tinggal cocok jawab serta aja bilang mes juri beleng,41,275,kritik_juri_panitia,0.98,"kritik kuat terhadap juri/panitia/sistem; kritik=22, pro=5",22,5,0,"juri, nilai, salah, jurinya, authority+negative_context",peserta,,False,weighted_rule_based_3class
UgzL_m6GotB53-SK8ld4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@BagjaIbrahim-z2l,"ah normal ini mah, kenapa ga langsung out aja?percuma padahal pemenang udah di tentukan ""pa saya ada uang segini, tolong grup ini di loloskan ya"" permainan lama sih ini mah normal diindo",0,2026-05-12T16:41:21Z,2026-05-12T16:41:21Z,0,normal mah tidak langsung out aja percuma padahal menang udah tentu uang gin grup lolos main lama mah normal diindo,32,186,kritik_juri_panitia,0.57,"skor tertinggi: kritik_juri_panitia=2, kedua=netral=2",2,0,2,kenapa,,apa,True,weighted_rule_based_3class
UgwkUHebMub2dtMaX7l4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@syair.perantau,"Hrusnya yg juara grup c, 
Nilai grup A: 45
Grup B: 80
Grup C: 85.
Jika tdak disalahkan jawaban nya",12,2026-05-12T16:40:35Z,2026-05-12T16:40:35Z,2,hrusnya juara grup nilai grup grup grup tdak salah jawab,20,98,kritik_juri_panitia,0.98,"kritik kuat terhadap juri/panitia/sistem; kritik=14, pro=0",14,0,0,"nilai, salah, authority+negative_context",,,False,weighted_rule_based_3class
UgxuxpQ03PqS6yuaPOx4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@joranJampung11,KUPING LU AJA YANG CONGEK AN,0,2026-05-12T16:39:27Z,2026-05-12T16:39:27Z,0,kuping aja congek,6,28,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
Ugytjb1urNd_tbnulch4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@andysetiawan6944,Juri nerima suap jelas ini udah tradisi di konoha,0,2026-05-12T16:38:34Z,2026-05-12T16:38:34Z,0,juri nerima suap jelas udah tradisi konoha,9,49,kritik_juri_panitia,0.71,"skor tertinggi: kritik_juri_panitia=4, kedua=pro_peserta=0",4,0,0,juri,,,False,weighted_rule_based_3class
UgwkzVXQkHNQh-yLKHB4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@joranJampung11,Artikulasi.?? LU KIRA LAGI LOMBA KARAOKE 😂😂😂,110,2026-05-12T16:37:31Z,2026-05-12T16:37:31Z,5,artikulasi kira lomba karaoke,7,44,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
Ugy49fN6j6uAwuIdXlx4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@muhammadrivaldy8300,Mungkin hanya perasaan adik-adik saja,1,2026-05-12T16:37:31Z,2026-05-12T16:37:31Z,0,mungkin asa adik adik,5,37,pro_peserta,0.75,"skor tertinggi: pro_peserta=5, kedua=kritik_juri_panitia=0",0,5,0,,adik,,False,weighted_rule_based_3class
UgzLAi9BoWZj8zDMq_d4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@muhammadakbarfadillah6674,SAKIT,0,2026-05-12T16:35:58Z,2026-05-12T16:35:58Z,0,sakit,1,5,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
Ugz1SN_D-q9G4UC6Wo54AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@yogaputrachannel1008,Bio nya knp provinsi bangka blitung,0,2026-05-12T16:35:52Z,2026-05-12T16:35:52Z,0,bio provinsi bangka blitung,6,35,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
UgzPKPUu-cCCLTY4xMF4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@joranJampung11,MALU MALUIN KALIAN SEMUA PARA JURI.,3,2026-05-12T16:35:44Z,2026-05-12T16:35:44Z,0,malu maluin kalian semua juri,6,35,kritik_juri_panitia,0.71,"skor tertinggi: kritik_juri_panitia=4, kedua=pro_peserta=0",4,0,0,juri,,,False,weighted_rule_based_3class
UgxSByqt17ccEF1p36B4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@nac12.,"Indonesia tidak kekurangan orang pintar, tapi terlalu banyak pemegang otoritas yang bodoh dan tak berintegritas",0,2026-05-12T16:33:05Z,2026-05-12T16:33:05Z,0,indonesia tidak kurang orang pintar terlalu banyak pegang otoritas bodoh tidak integritas,15,111,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
Ugxe5sBmZlNG1P7tqTR4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Der996,"""hanya perasaan"" PALA LU HANYA PERASAAN, JURI BAYAR INIMAH",0,2026-05-12T16:32:29Z,2026-05-12T16:32:29Z,0,asa pala asa juri bayar inimah,9,58,kritik_juri_panitia,0.71,"skor tertinggi: kritik_juri_panitia=4, kedua=pro_peserta=0",4,0,0,juri,,,False,weighted_rule_based_3class
UgzjU0dGmj-618LeffN4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Mustaviv_24,Ini juri yg ngomong artikulasi eh dia sendiri cadel,1,2026-05-12T16:32:09Z,2026-05-12T16:32:09Z,0,juri ngomong artikulasi sendiri cadel,9,51,kritik_juri_panitia,0.71,"skor tertinggi: kritik_juri_panitia=4, kedua=pro_peserta=0",4,0,0,juri,,,False,weighted_rule_based_3class
UgwhnYKKl0xTkOfGQfV4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@legan1557,boomer ya gini kalo di kasih tau,0,2026-05-12T16:31:05Z,2026-05-12T16:31:05Z,0,boomer gin kalo kasih tau,7,32,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
UgyBhNlIrsG1ytiKw7p4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@ClaraAtunsagita,Juri aja menjawab pertanyaanNya sendiri pake baca naskah😂🤣,0,2026-05-12T16:30:52Z,2026-05-12T16:30:52Z,0,juri aja jawab tanya sendiri pake baca naskah,8,58,kritik_juri_panitia,0.71,"skor tertinggi: kritik_juri_panitia=4, kedua=pro_peserta=0",4,0,0,juri,,,False,weighted_rule_based_3class
Ugya5lKRf9lJzh8tzBZ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@azkafaidli5615,Bejjadddddd,0,2026-05-12T16:29:39Z,2026-05-12T16:29:39Z,0,bejjadddddd,1,11,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
UgwGpV4N-oB-gSUIqPt4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@mariapunyaneupron9078,Bisa dibayangkan mental Siswa SMA 1 Pontianak..,0,2026-05-12T16:29:32Z,2026-05-12T16:29:32Z,0,bayang mental siswa sama pontianak,7,47,pro_peserta,0.98,"dukungan peserta dominan; pro=14, kritik=0",0,14,0,,"siswa, anak, mental",,False,weighted_rule_based_3class
UgyDCC2rmXgJB0hTfLR4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@saydasb4059,Tolong yg dari samba harus di diskualifikasi,0,2026-05-12T16:25:20Z,2026-05-12T16:25:20Z,0,samba diskualifikasi,7,44,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
Ugxc7SigqQg_iTjkk6J4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@saisfahrumuhammad6454,Jurinya tolong disekolah lagi plus periksa telinga nya😂😂😂😂😂,0,2026-05-12T16:24:48Z,2026-05-12T16:24:48Z,0,juri seko plus periksa telinga,8,59,kritik_juri_panitia,0.98,"kritik kuat terhadap juri/panitia/sistem; kritik=14, pro=4",14,4,0,"juri, jurinya, authority+negative_context",sekolah,,False,weighted_rule_based_3class
UgzrBSgg4NRiY5ZbqtB4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@mikomiko3176,Oca kamu adalah juara nya berani speak up untuk mengambil hak poin 10 kamu yang dicuri.,0,2026-05-12T16:23:23Z,2026-05-12T16:23:23Z,0,oca kamu juara berani speak ambil hak poin kamu curi,16,87,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
UgxsdGiUpYPRU1nOg514AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Elynna.Chrysant,"1:13:10

Artikulasi gk guna kalo orangnya kurang fasih dalam mendengarkan hingga tuli, mohon maaf ya bu 🙏",0,2026-05-12T16:21:50Z,2026-05-12T16:21:50Z,0,artikulasi tidak kalo orang fasih dengar hingga tuli mohon maaf,17,105,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
UgzLsDemJc2FuK97wNx4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@asran647,Wasik curang 😂....ini bukti IQ 78 BENAR...😂😂😂,0,2026-05-12T16:21:31Z,2026-05-12T16:24:11Z,0,wasik curang bukti benar,7,45,kritik_juri_panitia,0.98,"kritik kuat terhadap juri/panitia/sistem; kritik=15, pro=0",15,0,0,"curang, curang",,,False,weighted_rule_based_3class
UgzixRKRqro7v74VCvN4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@diansiallagan8645,"Glory bagi Tuhan, Indonesia Emas di depan mata❤❤❤",0,2026-05-12T16:21:19Z,2026-05-12T16:21:19Z,0,glory tuhan indonesia emas depan mata,8,49,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
UgzAyCIDXmHVcdjaceZ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@DanielSitompul-l5d,tidak sportif itu jurinya,0,2026-05-12T16:19:32Z,2026-05-12T16:19:32Z,0,tidak sportif juri,4,25,kritik_juri_panitia,0.98,"kritik kuat terhadap juri/panitia/sistem; kritik=14, pro=0",14,0,0,"juri, jurinya, authority+negative_context",,,False,weighted_rule_based_3class
UgwSTZqVZZPOzsqva4J4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Lockdowwnn,Kenak setan budeg,0,2026-05-12T16:19:14Z,2026-05-12T16:19:14Z,0,nak setan budeg,3,17,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
UgxqTKMRHexJIVHcC2N4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@gustifaisalherlangga5824,"VIRALKAAAAN!!!
KAWAL TERUS....",1,2026-05-12T16:18:51Z,2026-05-12T16:18:51Z,0,viralkaaaan kawal terus,3,30,netral,0.5,tidak ada indikator kuat,0,0,0,,,,True,weighted_rule_based_3class
Ugy4LWs7S_QcqNwOGbt4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Journeyinlawu,Harusnya yg lolis tingkat nadional sman 1 pontianak,0,2026-05-12T16:18:19Z,2026-05-12T16:18:34Z,0,harus lolis tingkat nadional sman pontianak,8,51,pro_peserta,0.66,"skor tertinggi: pro_peserta=5, kedua=kritik_juri_panitia=3",3,5,0,harusnya,anak,,True,weighted_rule_based_3class
Ugzd6eDUFL8jTnhuZ554AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@danusadewoswift9664,Saran gw mendingan lu juri sama mc siapin mental dah wkwkwk,0,2026-05-12T16:15:52Z,2026-05-12T16:21:09Z,0,saran mending juri sama siapin mental dah wkwkwk,11,59,kritik_juri_panitia,0.83,"kritik kuat terhadap juri/panitia/sistem; kritik=10, pro=4",10,4,0,"juri, authority+negative_context",mental,,True,weighted_rule_based_3class
UgwARJoTvLDgTprZzfZ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@assyifarizqia14,"Lihat ini putar ulang, jawabnya sudah sesuai kok malah disalahkan udah gitu dikasih nilai -5 jir, fokus pasang kuping lu ngantuk tidur aja gausah jadi juri ngerugiin orang aja, MC nya juga yang cewe nya ngeselin jir",0,2026-05-12T16:15:11Z,2026-05-12T16:15:11Z,0,lihat putar ulang jawab sesuai malah salah udah gitu kasih nilai jir fokus pasang kuping ngantuk tidur aja gausah jadi juri ngerugiin orang aja cewe ngeselin jir,37,215,kritik_juri_panitia,0.98,"kritik kuat terhadap juri/panitia/sistem; kritik=24, pro=0",24,0,3,"juri, nilai, ulang, salah, kok, authority+negative_context",,lihat,False,weighted_rule_based_3class
UgzpM8mqSjVBA5eE-p54AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@raaaaaawr-k5c,1:10:37 juri dongo budeg,0,2026-05-12T16:10:12Z,2026-05-12T16:10:12Z,0,juri dongo budeg,4,24,kritik_juri_panitia,0.71,"skor tertinggi: kritik_juri_panitia=4, kedua=pro_peserta=0",4,0,0,juri,,,False,weighted_rule_based_3class
