comment_id,video_id,video_title,source_url,author,comment,like_count,published_at,updated_at,total_reply_count
UgxzbvFcygkMJsYnlCt4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@NeymarArfa,Dasar tikus tikuss,1,2026-05-13T10:55:26Z,2026-05-13T10:55:26Z,0
Ugyw5ScEG8QZnAMr2dh4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@kaiserh2h,"MC sama juri nya kocak tolong di kawal .merusak mental adek""",0,2026-05-13T10:55:07Z,2026-05-13T10:55:07Z,0
Ugw4DrWBZuqd5eYWm7F4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@NurAgustini-ff1rn,"Sekalipun direvisi tetap tidak akan mengubah hasil akhirnya, karena bedanya 20 poin, sementara yang bermasalah cuma 1 soal, intinya kita sebagai netizen juga perlu melihat masalahnya secara utuh jangan cuma latah, memang benar jurinya melakukan kesalahan, tapi bagi saya kesalahannya bukan karena moral hazard, tapi lebih karena cara dia menyikapi kritikan kurang bijak dan sangat subjektif, tapi saya fikir itu gak disengaja, buktinya blunder-nya itu hanya pada 1 soal saja, yang memang kedengarannya rada njelimet karena jawabannya sangat teoritis,  padahal yang diminta itu cukup jawaban pendek saja. intinya juri memang melakukan kesalahan, tapi gak fatal2 amat, cuma framingnya itu, dan respon kita yang terkesan lebay justru membuat isunya gak substantif, dan melebar kemana2, dan gak sadar mengajari kita menjadi masyarakat pembuli 😮",0,2026-05-13T10:53:49Z,2026-05-13T10:53:49Z,1
Ugw_LP79oMQVBwuMwcF4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@dtello623,"Juri budeg, MC nya juga tolol.. 
Mereka gk kompeten jadi juri dan MC.",1,2026-05-13T10:53:16Z,2026-05-13T10:53:16Z,0
UgxLI9zWgrDGFdEvO1F4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@murya2rpd206,"Kayak nya juri nya tulideh jelas jelas itu tim c yg jawab deluan 
Itu nama nya curang ini harus nya juri nya yg pinter ini juri nya malah oon gimanasih",0,2026-05-13T10:52:29Z,2026-05-13T10:52:29Z,0
UgyENIGtTRACjMDSy0p4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@ZhitaArzhita,Juri ya disini pilih kasih disitu padahal jawaban nya sama dan jelas tetapi disalahkan yg pertama menjawab,1,2026-05-13T10:49:57Z,2026-05-13T10:49:57Z,0
Ugw4MdcAdIh8FObSGGh4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Robbyandrian-fo1fz,Korupsi suap menyuap.ada di semua aspek..juri jembut,0,2026-05-13T10:49:25Z,2026-05-13T10:49:25Z,0
UgxLWDJ_Yy02d2pT9It4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@cahyandaridwiputri4118,Mampus lo viraaal,0,2026-05-13T10:47:52Z,2026-05-13T10:47:52Z,0
UgxqRBuKz5rArw3ftFZ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Zzemu,Cerdas cermat tapi juri gak cerdas,0,2026-05-13T10:47:46Z,2026-05-13T10:47:46Z,0
Ugz8Ee4nqPMX9cd24cN4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@erisnaviviniarahayu8698,"A 45
B 90 - 10 point jadi 80 point
C 70 kalau gak mines 5 kan 75 totalnya + 10 yang jawabannya dibenarkan ke grup B jadi harusnya 85 pointnya

Kalau bedanya 20 gak terlalu nyesek ini beneran menang loh grup C",0,2026-05-13T10:41:01Z,2026-05-13T10:41:01Z,0
Ugxe51D3MPEGkmvbZkB4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@buyungarisanto9754,"Hikmah yg bisa diambil: Pentingnya mendengarkan kritik, berani mengkoreksi keputusan yg TDK tepat dan mengakui kemenangan yg sebenarnya sesuai fakta",2,2026-05-13T10:40:01Z,2026-05-13T10:40:01Z,0
UgxPL0rshh5YvtpBWWR4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@ZAR_Cinema1,juri nya budeg,1,2026-05-13T10:36:34Z,2026-05-13T10:36:34Z,0
Ugyl8jJCUzEF9sM_gg94AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@kimkici9956,Kontol,1,2026-05-13T10:34:42Z,2026-05-13T10:34:42Z,0
Ugw_6CtGuZmMsySaWEN4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@mochfajri2660,ARTIKULASI TIDAK JELAS YA ADIK ADIK,1,2026-05-13T10:34:42Z,2026-05-13T10:34:42Z,0
Ugz43-e8k9N0bgIdiBx4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@diannovitata203,Sebelum lomba: pak ini uangnya💸💸,0,2026-05-13T10:34:27Z,2026-05-13T10:34:27Z,0
UgwqVPEpHWMLQv22-Xp4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Sasyaa26,malah memperburuk nama lembaga besar MPR😂😂😂,1,2026-05-13T10:32:32Z,2026-05-13T10:32:32Z,0
Ugwe_wAn0ryPmdpjYQR4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@sayyidzuhri-e7v,😂😂😂😂 juri nya berkompeten,0,2026-05-13T10:30:20Z,2026-05-13T10:30:20Z,0
UgzXz_5L-RMsaInBnWh4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@hanxxmc2010,ditunggu klarifikasi nya,1,2026-05-13T10:29:37Z,2026-05-13T10:29:37Z,0
UgykrOojtgKpn84j19h4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@mbee_Cukurukuk,"Jurinya plengerrr, kalau demensia ga usah sok sokan jadi juri tau ga lu 😹😹 sdm rendah 👎🏿,MC nya juga malah belain si juri plenger 👎🏿👎🏿",1,2026-05-13T10:20:30Z,2026-05-13T10:20:30Z,0
Ugycaicv-i499DSUoIt4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Noobplayer1809,wkwkwk ini video lawak an guys 😂,0,2026-05-13T10:20:21Z,2026-05-13T10:20:21Z,0
UgwgoVR6IlgvJs5j0xZ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@MoontodLegend,Jurinya makek itu 😂,1,2026-05-13T10:19:49Z,2026-05-13T10:19:49Z,0
UgzZzhRbmJuQ4AUAFpd4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@ronakhofi12,Telinga kalian aja yang ga mendengar dengan jelas!,1,2026-05-13T10:16:03Z,2026-05-13T10:16:03Z,0
UgwSLUlgSHE_X0G2STd4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@idsw5724New,1:10:22 😢😢,0,2026-05-13T10:15:36Z,2026-05-13T10:15:36Z,0
UgwDbNurKY_iw_9cfgZ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@cleopatra6314,"Habis makan apa si tu jurinya,,  bisa² nya orang yg di sebut berkompeten kok kaya gitu... 
Mungkin efek samping kebanyakan makan uang rakyat kali...
Pantes Indonesia susah maju,, orang yg katanya berkompeten aja kek gitu... 

TIDAK PANTAS DI SEBUT KOMPETEN..!!! 😅",0,2026-05-13T10:15:31Z,2026-05-13T10:15:31Z,0
UgwHBqzq5dz8QeovS7F4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Fkhriiieee,Jurinya ngomong sambil nyoli😹,1,2026-05-13T10:15:21Z,2026-05-13T10:15:21Z,0
Ugx4dIjzWfH_18OR7IZ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@NalendraPutuPratama,Ayo MC TONTON TAYANGAN ULANG NYAA,1,2026-05-13T10:13:26Z,2026-05-13T10:13:26Z,0
Ugx7VwlDM8yFgQnHURV4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@widias8008,Pentingnya memilih juri yang tidak budeg,0,2026-05-13T10:13:09Z,2026-05-13T10:13:09Z,0
Ugx5tKBbV5hGXLos5Kx4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@NalendraPutuPratama,TOOOOOLOOOL,0,2026-05-13T10:12:51Z,2026-05-13T10:12:51Z,0
UgxmwkCUEfHRxxrSHN14AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@ronakhofi12,Gimana mau mencerdaskan anak bangsa kalau seperti perlombaan seperti ini dicurangi👎🏻,0,2026-05-13T10:12:05Z,2026-05-13T10:12:05Z,0
Ugzoi23oABEzxiscO7R4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@AamMarcaa,"Y begitulah dikonoha,jadi anggota dewan g usah pintar asal banyak uang jadi,dikonoha pinter no 2,itulah contoh kegoblogan para penguasa",0,2026-05-13T10:10:07Z,2026-05-13T10:10:07Z,0
UgysMCuaTGwdbPHGMV14AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Rayyy77TM,juri bayaran ajg,0,2026-05-13T10:09:21Z,2026-05-13T10:09:21Z,0
UgzleaVIbXaP7IzPqLB4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@hehe-hl1jo,Jurinya nyawit nihhh. Ngomong aja masih aaa eee aa eee tapi ngomongin artikulasi😭,1,2026-05-13T10:07:40Z,2026-05-13T10:07:40Z,0
Ugw3JJdr6Wpqjhw7OrF4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@NalendraPutuPratama,Lain kali nyari jurinya jangan orang budeg & tolol,0,2026-05-13T10:07:07Z,2026-05-13T10:07:07Z,0
UgxU4FORIgM3PX2AYC54AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@HollowMask-z9q,"Juri dan host sama ajaaa ngangongggg 😂
Dapat bayaran berapa ya kira-kira

Bicara soal sportif?? Cuihhhhh",0,2026-05-13T10:02:19Z,2026-05-13T10:02:19Z,0
UgygPJnDcYCNP-9F1vh4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Uysilu-123,1:10:24  buat yang cari lagi viral,1,2026-05-13T10:01:38Z,2026-05-13T10:01:38Z,0
UgwWpVZVp8GyLxdeQ114AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@ariefnurcahyo-hd4wu,yg jadi juri mending pak haji bolot dah,0,2026-05-13T10:00:30Z,2026-05-13T10:00:30Z,0
UgwRQx9Q6shMKOTptrJ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@SadxepepepepSadx-j6u,"HAPUS AJA VIDEO NYA, BIKIN MALU² NAMA INDONESIA AJA",1,2026-05-13T09:59:57Z,2026-05-13T09:59:57Z,0
UgzxMUfWrwI-dckUgI54AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@MAR-uu5cp,Cerdas cermat apaan nih,0,2026-05-13T09:59:11Z,2026-05-13T09:59:11Z,0
Ugw2La6FgyRFiUtFDBR4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@zioometeorologis,"kalo gw jadi temennya sih bakal gw bela abis abisan, gw soalnya gasuka sama org yg minim literasi",1,2026-05-13T09:57:56Z,2026-05-13T09:57:56Z,0
UgwRYXLiJS2Lxerte5x4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@ramalindra1721,"Tujuan Dasar Cerdas Cermat ini apa?

Harusnya dg ajang ini jadi media peningkatan citra bahwa lembaga tinggi negara terlihat adil dan dewasa, apakah malah jadi memproyeksikan kebiasaan yang tidak mendengarkan suara dengan benar, demokrasi berpendapat serta tidak hafalnya Juri-juri ini sehingga menyalahkan artikulasi seperti ngedefense tidak mau dikritik krn sudah kebiasaan para kepala biro dan kabag di lembaganya ya?

Tapi terima kasih, saya percaya jika pemimpin2 dzalim akan mengurangi dosa2 rakyatnya. Kami (rakyat) sudah mengingatkan dg suara tapi mungkin artikulasinya tidak jelas.",0,2026-05-13T09:56:31Z,2026-05-13T09:56:31Z,0
UgzUirrkYVHp0LQIGyR4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Brutal-comen,JURINYA TOLOL HOSTNYA JUGA GOBLOK INI YG DI NAMA KAN SATU KESATUAN KE TOLOLAN JURI,0,2026-05-13T09:55:55Z,2026-05-13T09:55:55Z,0
UgwMZfbGRwEHQYtibLZ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@dedyguntur6117,Yang Mines itu otaknya juri.,0,2026-05-13T09:53:36Z,2026-05-13T09:53:36Z,0
Ugy-89QhKK8OFoDuaqB4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@uce1394,"Saya rasa Ibu indriwahyuni perlu ke dokter THT,  biar telinganya bisa mendengar dengan jelas.. 
Kerja yg fokus bu, biar pendengaran nya maksimal..",0,2026-05-13T09:52:47Z,2026-05-13T09:52:47Z,0
UgxHxMpFQKNtWEsLobp4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@bagusfebrianto1325,"Peserta=rakyat, juri=pemerintah, mc=buzzer😂😂😂",0,2026-05-13T09:52:07Z,2026-05-13T09:52:07Z,0
UgzTqACsDB5USNfJdTt4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@xowoxo,juri mines pendengaran..😂,0,2026-05-13T09:51:01Z,2026-05-13T09:51:01Z,0
UgwwvbqedD0oQdj3bZF4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@YohanaKombong-u7m,Jurinya aneh jawaban sama satunya 10 poin satunya lagi -5,0,2026-05-13T09:47:02Z,2026-05-13T09:47:02Z,0
Ugx1tqG0oKqlxwKg7IN4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@winda_Officialx,"MALU BANGET CHANNEL INI ISI KOMENTAR NYA HUJAT SI JURI..

GIMANA NGGA DI HUJAT, JURINYA AJA TOLOL",1,2026-05-13T09:46:24Z,2026-05-13T09:46:24Z,0
Ugyw-8nPDgLwnjxqWY94AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@MuhammadAzkaKasyafani-q8e,Kenapa ya juri nya kayak pura pura gak kerasa😢😂,0,2026-05-13T09:42:58Z,2026-05-13T09:42:58Z,0
UgxmHaxPDbd3xAwlEJt4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@MYMWQAF,"Bagaimana bisa Anda menguji pemahaman tentang Empat Pilar Kebangsaan, sementara perilaku Anda sendiri bertentangan dengan asas keadilan sosial?. Gelar mentereng dan jabatan tinggi, tetapi kalah cerdas dan kalah jujur dari anak SMA.""",0,2026-05-13T09:42:22Z,2026-05-13T09:42:22Z,0
Ugy2fJplQG8j7Z_QBNR4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@kangidayz3340,KALO GUA MALU ANJIRR JADI JURI NYA.. 😂 KATA HOST JURI SUDAH BERKOMPETEN DAN TELITI😂.. KOCAK KOCAK.,1,2026-05-13T09:37:31Z,2026-05-13T09:37:31Z,0
Ugw-LyhIzw3ktlK1RmR4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@21Indiana,"A 45, B 90, C 70 Jika jawaban yang disalahkan di klarifikasi di awal maka nilai menjadi A 45, B 80, C 85. Keren grup C udh ditekan dan di diskriminasi masih bisa naik. harus diperujuangkan agar C yang mewakili provinsi",34,2026-05-13T09:35:21Z,2026-05-13T09:42:32Z,4
Ugxa14jfUB-9M91rQfN4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@AiFitriani-eg4vr,Jurinya pada budeg,0,2026-05-13T09:33:41Z,2026-05-13T09:33:41Z,0
Ugx8PCDBRfrmJT53X4d4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@arvinonazril6182,Viralkan no viral no justice,0,2026-05-13T09:30:51Z,2026-05-13T09:30:51Z,0
UgzMX5lQeqc-BGo-P1x4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Azka17-n7j,Jurii ya tinggal nunggu minta maaf  lalu ia dapat uang itulah ciri ciri hancurya negra kita,0,2026-05-13T09:29:37Z,2026-05-13T09:29:37Z,0
UgwOcghPxWffAl3LsBJ4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Rahmatsumartis,"Dasar juri tolol, anak sd aja tau itu sama aja jawabnya, masih aja di salahin padahal sama, tolong ya bapak juri bau tanah, lebih teliti dan pasang telinganya, kalo gak mau diviralkan",1,2026-05-13T09:27:02Z,2026-05-13T09:27:02Z,0
UgzHEmmp2pcoJ-0bNGN4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@gitaputikmediawati,Ga adil woooyy,1,2026-05-13T09:26:47Z,2026-05-13T09:26:47Z,0
Ugyk3huJq0jqj6LFOLl4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@hadijahhadijah1763,"Jadilah juri yang berkualitas,juri yg baik ,juri yg mnjunjung nilai nilai kebenaran",0,2026-05-13T09:26:05Z,2026-05-13T09:26:05Z,0
UgzdwxKG4O3HwC-8--p4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@liveman7419,yaaaaaahh viral...,0,2026-05-13T09:26:01Z,2026-05-13T09:26:01Z,0
Ugz5U0hw5EophrW6Uih4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@lily-v8t,artikulasi artikulasi kontol ELU BUDEG ANJING TUA DASAR GOBLOK TOLOL KONTOL,0,2026-05-13T09:23:26Z,2026-05-13T09:23:26Z,0
UgzU07ojulu3HQjCxk14AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@lily-v8t,JURI ANJING,0,2026-05-13T09:22:38Z,2026-05-13T09:22:38Z,0
Ugy04p8v4sWDroIr6JR4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@FantaCmeme,Parah banget,0,2026-05-13T09:22:27Z,2026-05-13T09:22:41Z,0
UgwPRts28QHrtgqoFqV4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@Sanabdullah,bullshit guoblog juri budeg,0,2026-05-13T09:20:39Z,2026-05-13T09:20:39Z,0
UgxBG-OCQj5CGS07Y-F4AaABAg,iAE-ltq8CFI,Final Lomba Cerdas Cermat Empat Pilar MPR RI 2026 - Provinsi Kalimantan barat,https://www.youtube.com/live/iAE-ltq8CFI?si=oZ-igu5wwLvglsfE,@titisari.k,Siapa juri yang cewek itu. Tolong rambutnya dikondisikan biar telinganya tidak tertutup rambut. Dipotong ya... Greget aku. Sumpah. Jelas iku artikulasinya,0,2026-05-13T09:19:12Z,2026-05-13T09:19:12Z,0
